Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"154,067,730.67",MOLINA HEALTHCARE INC,"154,067,730.67",294.77,Health Care,"522,671.00",MOH,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"154,076,429.26",KELLOGG,"154,076,429.26",66.82,Consumer Staples,"2,305,843.00",K,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"153,124,842.73",PRINCIPAL FINANCIAL GROUP INC,"153,124,842.73",75.61,Financials,"2,025,193.00",PFG,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"152,804,473.47",CMS ENERGY CORP,"152,804,473.47",58.41,Utilities,"2,616,067.00",CMS,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"152,367,262.11",TARGA RESOURCES CORP,"152,367,262.11",75.21,Energy,"2,025,891.00",TRGP,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"152,138,860.40",TERADYNE INC,"152,138,860.40",109.40,Information Technology,"1,390,666.00",TER,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"151,422,415.85",NASDAQ INC,"151,422,415.85",49.85,Financials,"3,037,561.00",NDAQ,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"149,947,200.00",ATMOS ENERGY CORP,"149,947,200.00",115.70,Utilities,"1,296,000.00",ATO,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"148,886,080.62",REGIONS FINANCIAL CORP,"148,886,080.62",17.69,Financials,"8,416,398.00",RF,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"148,845,460.47",LAMB WESTON HOLDINGS INC,"148,845,460.47",113.89,Consumer Staples,"1,306,923.00",LW,0.05,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"146,901,699.36",IRON MOUNTAIN INC,"146,901,699.36",56.16,Real Estate,"2,615,771.00",IRM,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"146,106,948.95",NETAPP INC,"146,106,948.95",76.15,Information Technology,"1,918,673.00",NTAP,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"145,253,289.83",BEST BUY CO INC,"145,253,289.83",83.21,Consumer Discretionary,"1,745,623.00",BBY,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"144,750,278.76",IDEX CORP,"144,750,278.76",213.53,Industrials,"677,892.00",IEX,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"142,941,040.69",BROWN & BROWN INC,"142,941,040.69",67.69,Financials,"2,111,701.00",BRO,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"142,490,986.44",CONAGRA BRANDS INC,"142,490,986.44",33.31,Consumer Staples,"4,277,724.00",CAG,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"142,150,078.00",GARMIN LTD,"142,150,078.00",103.60,Consumer Discretionary,"1,372,105.00",GRMN,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"141,802,087.74",QUEST DIAGNOSTICS INC,"141,802,087.74",141.14,Health Care,"1,004,691.00",DGX,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"140,003,197.74",JM SMUCKER,"140,003,197.74",146.37,Consumer Staples,"956,502.00",SJM,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"139,717,940.44",HUNTINGTON BANCSHARES INC,"139,717,940.44",10.79,Financials,"12,948,836.00",HBAN,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"138,705,668.40",WATERS CORP,"138,705,668.40",261.95,Health Care,"529,512.00",WAT,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"137,936,634.24",EXPEDIA GROUP INC,"137,936,634.24",107.84,Consumer Discretionary,"1,279,086.00",EXPE,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"137,075,159.70",NORTHERN TRUST CORP,"137,075,159.70",73.35,Financials,"1,868,782.00",NTRS,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"136,779,222.96",PAYCOM SOFTWARE INC,"136,779,222.96",313.68,Industrials,"436,047.00",PAYC,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"136,419,062.24",SNAP ON INC,"136,419,062.24",286.96,Industrials,"475,394.00",SNA,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"136,274,835.09",PTC INC,"136,274,835.09",142.63,Information Technology,"955,443.00",PTC,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"136,277,765.76",CINCINNATI FINANCIAL CORP,"136,277,765.76",96.64,Financials,"1,410,159.00",CINF,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"135,955,677.15",FACTSET RESEARCH SYSTEMS INC,"135,955,677.15",395.55,Financials,"343,713.00",FDS,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"135,545,467.39",JB HUNT TRANSPORT SERVICES INC,"135,545,467.39",182.47,Industrials,"742,837.00",JBHT,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"134,557,883.64",JACOBS SOLUTIONS INC,"134,557,883.64",118.26,Industrials,"1,137,814.00",J,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"134,175,136.02",ESSEX PROPERTY TRUST REIT INC,"134,175,136.02",233.07,Real Estate,"575,686.00",ESS,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"133,396,429.88",ZEBRA TECHNOLOGIES CORP CLASS A,"133,396,429.88",288.68,Information Technology,"462,091.00",ZBRA,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"133,366,637.16",REVVITY INC,"133,366,637.16",118.53,Health Care,"1,125,172.00",RVTY,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"133,126,988.40",EQT CORP,"133,126,988.40",41.04,Energy,"3,243,835.00",EQT,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"131,891,081.53",INTERPUBLIC GROUP OF COMPANIES INC,"131,891,081.53",38.09,Communication,"3,462,617.00",IPG,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"131,443,066.08",LKQ CORP,"131,443,066.08",57.71,Consumer Discretionary,"2,277,648.00",LKQ,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"130,970,565.27",SYNCHRONY FINANCIAL,"130,970,565.27",34.07,Financials,"3,844,161.00",SYF,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"130,664,793.60",AMCOR PLC,"130,664,793.60",9.90,Materials,"13,198,464.00",AMCR,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"130,628,480.76",EVEREST RE GROUP LTD,"130,628,480.76",339.66,Financials,"384,586.00",RE,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"129,962,161.82",STANLEY BLACK & DECKER INC,"129,962,161.82",94.61,Industrials,"1,373,662.00",SWK,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"129,855,665.09",TYSON FOODS INC CLASS A,"129,855,665.09",50.69,Consumer Staples,"2,561,761.00",TSN,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"129,783,340.98",POOL CORP,"129,783,340.98",370.62,Consumer Discretionary,"350,179.00",POOL,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,Cboe BZX formerly known as BATS,1.0,United States,USD,"128,776,505.60",CBOE GLOBAL MARKETS INC,"128,776,505.60",135.76,Financials,"948,560.00",CBOE,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"128,353,161.72",SOLAREDGE TECHNOLOGIES INC,"128,353,161.72",253.96,Information Technology,"505,407.00",SEDG,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"127,026,146.48",MARATHON OIL CORP,"127,026,146.48",22.93,Energy,"5,539,736.00",MRO,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"125,368,212.05",BUNGE LTD,"125,368,212.05",92.81,Consumer Staples,"1,350,805.00",BG,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"123,293,197.19",AXON ENTERPRISE INC,"123,293,197.19",195.83,Industrials,"629,593.00",AXON,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"122,946,855.12",CF INDUSTRIES HOLDINGS INC,"122,946,855.12",70.32,Materials,"1,748,391.00",CF,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"122,656,816.80",AES CORP,"122,656,816.80",20.43,Utilities,"6,003,760.00",AES,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"121,801,653.25",TEXTRON INC,"121,801,653.25",67.33,Industrials,"1,809,025.00",TXT,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"121,763,169.09",AKAMAI TECHNOLOGIES INC,"121,763,169.09",89.19,Information Technology,"1,365,211.00",AKAM,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"121,718,498.42",AVERY DENNISON CORP,"121,718,498.42",167.99,Materials,"724,558.00",AVY,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"119,686,303.62",CARMAX INC,"119,686,303.62",84.34,Consumer Discretionary,"1,419,093.00",KMX,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"119,129,419.50",NORDSON CORP,"119,129,419.50",246.75,Industrials,"482,794.00",NDSN,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"119,010,781.44",UDR REIT INC,"119,010,781.44",42.88,Real Estate,"2,775,438.00",UDR,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"118,583,327.64",EVERGY INC,"118,583,327.64",57.56,Utilities,"2,060,169.00",EVRG,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"117,266,602.17",TRIMBLE INC,"117,266,602.17",52.77,Information Technology,"2,222,221.00",TRMB,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"117,237,921.16",FMC CORP,"117,237,921.16",104.53,Materials,"1,121,572.00",FMC,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"116,780,028.04",ALLIANT ENERGY CORP,"116,780,028.04",51.79,Utilities,"2,254,876.00",LNT,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"116,706,232.90",EPAM SYSTEMS INC,"116,706,232.90",224.69,Information Technology,"519,410.00",EPAM,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"116,490,434.50",MGM RESORTS INTERNATIONAL,"116,490,434.50",43.01,Consumer Discretionary,"2,708,450.00",MGM,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"115,769,345.32",MASCO CORP,"115,769,345.32",57.34,Industrials,"2,018,998.00",MAS,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"115,773,741.20",LIVE NATION ENTERTAINMENT INC,"115,773,741.20",89.68,Communication,"1,290,965.00",LYV,0.04,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"112,568,197.62",CITIZENS FINANCIAL GROUP INC,"112,568,197.62",25.93,Financials,"4,341,234.00",CFG,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"112,055,292.75",BIO TECHNE CORP,"112,055,292.75",79.35,Health Care,"1,412,165.00",TECH,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"110,507,557.86",MOLSON COORS BREWING CLASS B,"110,507,557.86",65.62,Consumer Staples,"1,684,053.00",TAP,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"109,537,397.80",KIMCO REALTY REIT CORP,"109,537,397.80",19.70,Real Estate,"5,560,274.00",KIM,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"108,762,549.36",JACK HENRY AND ASSOCIATES INC,"108,762,549.36",166.48,Financials,"653,307.00",JKHY,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"108,769,194.30",BROWN FORMAN CORP CLASS B,"108,769,194.30",66.30,Consumer Staples,"1,640,561.00",BFB,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"108,000,210.78",LEIDOS HOLDINGS INC,"108,000,210.78",87.78,Industrials,"1,230,351.00",LDOS,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"107,902,299.20",WESTERN DIGITAL CORP,"107,902,299.20",37.60,Information Technology,"2,869,742.00",WDC,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"106,997,881.36",SEAGATE TECHNOLOGY HOLDINGS PLC,"106,997,881.36",61.94,Information Technology,"1,727,444.00",STX,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"106,581,851.80",VIATRIS INC,"106,581,851.80",9.91,Health Care,"10,754,980.00",VTRS,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"106,476,108.15",HOST HOTELS & RESORTS REIT INC,"106,476,108.15",16.69,Real Estate,"6,379,635.00",HST,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"106,480,559.04",WR BERKLEY CORP,"106,480,559.04",59.12,Financials,"1,801,092.00",WRB,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"106,367,638.06",PACKAGING CORP OF AMERICA,"106,367,638.06",131.86,Materials,"806,671.00",PKG,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"104,763,071.28",MATCH GROUP INC,"104,763,071.28",41.88,Communication,"2,501,506.00",MTCH,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"104,766,665.02",DOMINOS PIZZA INC,"104,766,665.02",330.73,Consumer Discretionary,"316,774.00",DPZ,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"104,008,302.91",CAMDEN PROPERTY TRUST REIT,"104,008,302.91",108.61,Real Estate,"957,631.00",CPT,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"103,607,498.42",MOSAIC,"103,607,498.42",34.78,Materials,"2,978,939.00",MOS,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"103,563,853.40",HORMEL FOODS CORP,"103,563,853.40",39.86,Consumer Staples,"2,598,190.00",HRL,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"103,065,564.80",AMERICAN AIRLINES GROUP INC,"103,065,564.80",17.60,Industrials,"5,855,998.00",AAL,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"102,724,809.50",INCYTE CORP,"102,724,809.50",61.85,Health Care,"1,660,870.00",INCY,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"102,449,974.68",CELANESE CORP,"102,449,974.68",114.12,Materials,"897,739.00",CE,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"101,307,909.40",BORGWARNER INC,"101,307,909.40",48.19,Consumer Discretionary,"2,102,260.00",BWA,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"100,666,616.05",NISOURCE INC,"100,666,616.05",27.17,Utilities,"3,705,065.00",NI,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"100,290,163.70",LOEWS CORP,"100,290,163.70",59.11,Financials,"1,696,670.00",L,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"98,990,073.80",TELEFLEX INC,"98,990,073.80",234.95,Health Care,"421,324.00",TFX,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"98,620,473.60",INTERNATIONAL PAPER,"98,620,473.60",31.68,Materials,"3,113,020.00",IP,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"98,469,426.08",CH ROBINSON WORLDWIDE INC,"98,469,426.08",94.28,Industrials,"1,044,436.00",CHRW,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"98,036,285.58",HEALTHPEAK PROPERTIES INC,"98,036,285.58",19.98,Real Estate,"4,906,721.00",PEAK,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"97,067,228.50",WYNN RESORTS LTD,"97,067,228.50",104.50,Consumer Discretionary,"928,873.00",WYNN,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"96,072,524.10",CAESARS ENTERTAINMENT INC,"96,072,524.10",49.77,Consumer Discretionary,"1,930,330.00",CZR,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"96,036,002.26",CHARLES RIVER LABORATORIES INTERNA,"96,036,002.26",209.18,Health Care,"459,107.00",CRL,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"95,061,868.60",HENRY SCHEIN INC,"95,061,868.60",80.90,Health Care,"1,175,054.00",HSIC,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"94,855,101.20",ETSY INC,"94,855,101.20",85.73,Consumer Discretionary,"1,106,440.00",ETSY,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"94,333,194.18",ALLEGION PLC,"94,333,194.18",119.58,Industrials,"788,871.00",ALLE,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"94,218,762.88",PENTAIR,"94,218,762.88",63.68,Industrials,"1,479,566.00",PNR,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"93,890,824.08",GEN DIGITAL INC,"93,890,824.08",18.43,Information Technology,"5,094,456.00",GEN,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"93,892,663.04",APA CORP,"93,892,663.04",33.92,Energy,"2,768,062.00",APA,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"91,556,708.96",CERIDIAN HCM HOLDING INC,"91,556,708.96",65.84,Industrials,"1,390,594.00",CDAY,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"90,662,817.60",QORVO INC,"90,662,817.60",101.34,Information Technology,"894,640.00",QRVO,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"89,076,046.56",JUNIPER NETWORKS INC,"89,076,046.56",30.88,Information Technology,"2,884,587.00",JNPR,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"89,051,108.08",TAPESTRY INC,"89,051,108.08",42.83,Consumer Discretionary,"2,079,176.00",TPR,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"88,610,559.96",EASTMAN CHEMICAL,"88,610,559.96",82.91,Materials,"1,068,756.00",EMN,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"88,520,946.16",MARKETAXESS HOLDINGS INC,"88,520,946.16",261.98,Financials,"337,892.00",MKTX,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"88,344,417.15",UNIVERSAL HEALTH SERVICES INC CLAS,"88,344,417.15",156.51,Health Care,"564,465.00",UHS,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"88,309,857.50",ROLLINS INC,"88,309,857.50",42.50,Industrials,"2,077,879.00",ROL,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"86,844,262.90",GLOBE LIFE INC,"86,844,262.90",108.95,Financials,"797,102.00",GL,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"85,077,506.16",REGENCY CENTERS REIT CORP,"85,077,506.16",61.68,Real Estate,"1,379,337.00",REG,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,NASDAQ,1.0,United States,USD,"83,044,130.52",FOX CORP CLASS A,"83,044,130.52",34.41,Communication,"2,413,372.00",FOXA,0.03,2023-06-29,iShares Core S&P 500 ETF,ivv
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"82,227,090.00",GENERAC HOLDINGS INC,"82,227,090.00",147.40,Industrials,"557,850.00",GNRC,0.02,2023-06-29,iShares Core S&P 500 ETF,ivv
